og_id	cog	cog_name	ko	ko_name	pfams	pfam_names	n_genes	n_genomes	prevalence	cog_support	cog_coverage	top_cog_rate	cog_gene	cog_letter	cog_category	ko_support	ko_coverage	top_ko_rate	pfam_coverage	n_pfam_types
OG0000010	COG0438	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	K03208	putative colanic acid biosynthesis glycosyltransferase WcaI	PF00534.23,PF13439.9,PF13477.9,PF03808.16,PF13692.9	Glycos_transf_1,Glyco_transf_4,Glyco_trans_4_2,Glyco_tran_WecG,Glyco_trans_1_4	1049	527	0.9723247232472325	1016	0.9694947569113441	0.9685414680648237	RfaB	M	Cell wall/membrane/envelope biogenesis	8	0.008579599618684462	0.0076263107721639654	0.9780743565300286	5
OG0000011	COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	K00058	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]	PF02826.22,PF00389.33,PF01842.28,PF19304.2	2-Hacid_dh_C,2-Hacid_dh,ACT,PGDH_inter	1043	488	0.9003690036900369	1001	0.9990412272291467	0.959731543624161	SerA	H	Coenzyme transport and metabolism	63	0.08245445829338446	0.06040268456375839	0.9990412272291467	4
OG0000012	COG0119	Isopropylmalate/homocitrate/citramalate synthases	K01649	2-isopropylmalate synthase [EC:2.3.3.13]	PF08502.13,PF00682.22	LeuA_dimer,HMGL-like	1002	537	0.9907749077490775	1001	0.999001996007984	0.999001996007984	LeuA	E	Amino acid transport and metabolism	967	0.9650698602794411	0.9650698602794411	0.998003992015968	2
OG0000013	COG0673	Predicted dehydrogenase	K00010	myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	PF01408.25,PF02894.20,PF01488.23,PF00107.29	GFO_IDH_MocA,GFO_IDH_MocA_C,Shikimate_DH,ADH_zinc_N	986	434	0.8007380073800738	948	0.9655172413793104	0.9614604462474645	MviM	R	General function prediction only	86	0.11156186612576065	0.0872210953346856	0.9513184584178499	4
OG0000014	COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	K03852	sulfoacetaldehyde acetyltransferase [EC:2.3.3.15]	PF02775.24,PF00205.25,PF02776.21	TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N	982	506	0.933579335793358	693	0.994908350305499	0.7057026476578412	IlvB	E	Amino acid transport and metabolism	446	0.7423625254582484	0.45417515274949083	0.9938900203665988	3
OG0000015	COG5470	Uncharacterized conserved protein, DUF1330 family	NA	No Annotation	PF07045.14	DUF1330	965	512	0.9446494464944649	965	1	1	NA	S	Function unknown	0	0	0	1	1
OG0000016	COG1175	ABC-type sugar transport system, permease component	K17316	glucose/mannose transport system permease protein	PF00528.25	BPD_transp_1	959	368	0.6789667896678967	959	1	1	UgpA	G	Carbohydrate transport and metabolism	99	0.2857142857142857	0.1032325338894682	0.986444212721585	1
OG0000017	COG4176	ABC-type proline/glycine betaine transport system, permease component	K02001	glycine betaine/proline transport system permease protein	PF00528.25,PF10947.11	BPD_transp_1,DUF2628	956	469	0.8653136531365314	950	1	0.9937238493723849	ProW	E	Amino acid transport and metabolism	925	0.9717573221757322	0.9675732217573222	0.9947698744769874	2
OG0000018	COG0449	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains	K00820	glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]	PF13522.9,PF01380.25,PF13537.9	GATase_6,SIS,GATase_7	939	521	0.9612546125461254	584	0.9968051118210862	0.6219382321618744	GlmS	M	Cell wall/membrane/envelope biogenesis	494	0.9904153354632588	0.5260915867944622	0.9936102236421726	3
OG0000019	COG0472	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase/archaeal AglH	K01000	phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	PF00953.24,PF10555.12	Glycos_transf_4,MraY_sig1	868	525	0.9686346863468634	860	0.9907834101382489	0.9907834101382489	Rfe	M	Cell wall/membrane/envelope biogenesis	487	0.5610599078341014	0.5610599078341014	0.9873271889400922	2
OG0000020	COG0451	Nucleoside-diphosphate-sugar epimerase	K02377	GDP-L-fucose synthase [EC:1.1.1.271]	PF01370.24,PF16363.8	Epimerase,GDP_Man_Dehyd	843	442	0.8154981549815498	641	0.9976275207591934	0.7603795966785291	WcaG	M	Cell wall/membrane/envelope biogenesis	277	0.6761565836298933	0.32858837485172004	0.9976275207591934	2
OG0000021	COG1172	Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component	K01997	branched-chain amino acid transport system permease protein	PF02653.19,PF00005.30	BPD_transp_2,ABC_tran	833	460	0.8487084870848709	421	1	0.5054021608643458	AraH	G	Carbohydrate transport and metabolism	408	0.9747899159663865	0.4897959183673469	0.9963985594237695	2
OG0000022	COG0404	Glycine cleavage system protein T (aminomethyltransferase)	K00302	sarcosine oxidase, subunit alpha [EC:1.5.3.24 1.5.3.1]	PF01571.24,PF17806.4,PF13510.9,PF08669.14,PF07992.17,PF12831.10,PF13738.9,PF13450.9,PF00890.27	GCV_T,SO_alpha_A3,Fer2_4,GCV_T_C,Pyr_redox_2,FAD_oxidored,Pyr_redox_3,NAD_binding_8,FAD_binding_2	833	480	0.8856088560885609	825	0.9975990396158463	0.9903961584633854	GcvT	E	Amino acid transport and metabolism	415	0.9087635054021609	0.49819927971188477	1	9
OG0000023	COG1089	GDP-D-mannose dehydratase	K01711	GDPmannose 4,6-dehydratase [EC:4.2.1.47]	PF16363.8,PF01370.24,PF02719.18,PF04321.20,PF05721.16	GDP_Man_Dehyd,Epimerase,Polysacc_synt_2,RmlD_sub_bind,PhyH	831	440	0.8118081180811808	498	0.9771359807460891	0.5992779783393501	Gmd	M	Cell wall/membrane/envelope biogenesis	411	0.6750902527075813	0.49458483754512633	0.9831528279181708	5
OG0000024	COG4311	Sarcosine oxidase delta subunit	K00304	sarcosine oxidase, subunit delta [EC:1.5.3.24 1.5.3.1]	PF04267.15	SoxD	815	476	0.8782287822878229	815	1	1	SoxD	E	Amino acid transport and metabolism	674	0.9815950920245399	0.8269938650306748	1	1
OG0000025	COG1052	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	K12972	glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]	PF02826.22,PF00389.33,PF02348.22	2-Hacid_dh_C,2-Hacid_dh,CTP_transf_3	804	499	0.9206642066420664	634	0.9950248756218906	0.7885572139303483	LdhA	C	Energy production and conversion	8	0.011194029850746268	0.009950248756218905	0.9937810945273632	3
OG0000026	COG2055	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family	K13609	delta1-piperideine-2-carboxylate reductase [EC:1.5.1.21]	PF02615.17	Ldh_2	803	471	0.8690036900369004	801	0.9975093399750934	0.9975093399750934	AllD	C	Energy production and conversion	352	0.44209215442092153	0.4383561643835616	0.9975093399750934	1
OG0000027	COG0004	Ammonia channel protein AmtB	K03320	ammonium transporter, Amt family	PF00909.24,PF07228.15	Ammonium_transp,SpoIIE	800	517	0.9538745387453874	798	1	0.9975	AmtB	P	Inorganic ion transport and metabolism	795	0.99375	0.99375	0.99875	2
OG0000028	COG4122	tRNA 5-hydroxyU34 O-methylase TrmR/YrrM	K05303	O-methyltransferase [EC:2.1.1.-]	PF13578.9,PF05711.14,PF13847.9,PF01728.22,PF00398.23,PF00515.31,PF01596.20,PF04989.15,PF08241.15,PF13424.9	Methyltransf_24,TylF,Methyltransf_31,FtsJ,RrnaAD,TPR_1,Methyltransf_3,CmcI,Methyltransf_11,TPR_12	786	401	0.7398523985239852	363	0.5152671755725191	0.4618320610687023	TrmR	J	Translation, ribosomal structure and biogenesis	16	0.021628498727735368	0.020356234096692113	0.7569974554707379	10
OG0000029	COG0174	Glutamine synthetase	K01915	glutamine synthetase [EC:6.3.1.2]	PF00120.27	Gln-synt_C	784	397	0.7324723247232472	782	0.9974489795918368	0.9974489795918368	GlnA	E	Amino acid transport and metabolism	415	0.9974489795918368	0.5293367346938775	0.9974489795918368	1
OG0000030	COG0702	Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains	K17290	oxidoreductase [EC:1.1.1.-]	PF13460.9,PF01370.24,PF05368.16,PF04321.20,PF03435.21	NAD_binding_10,Epimerase,NmrA,RmlD_sub_bind,Sacchrp_dh_NADP	781	520	0.959409594095941	743	0.9743918053777209	0.9513444302176697	YbjT	R	General function prediction only	236	0.30217669654289375	0.30217669654289375	0.9641485275288092	5
OG0000031	COG1004	UDP-glucose 6-dehydrogenase	K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22]	PF00984.22,PF03721.17,PF03720.18,PF00106.28,PF03446.18	UDPG_MGDP_dh,UDPG_MGDP_dh_N,UDPG_MGDP_dh_C,adh_short,NAD_binding_2	775	518	0.955719557195572	564	1	0.727741935483871	Ugd	M	Cell wall/membrane/envelope biogenesis	487	0.7832258064516129	0.6283870967741936	1	5
OG0000032	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG or 23S rRNA G745 methylase RmlAII or tRNA-U5 methylase TRM9	K03183	demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]	PF01209.21,PF13649.9,PF08241.15,PF13489.9,PF13847.9	Ubie_methyltran,Methyltransf_25,Methyltransf_11,Methyltransf_23,Methyltransf_31	773	522	0.9630996309963099	738	0.9961190168175937	0.9547218628719275	UbiE	H	Coenzyme transport and metabolism	481	0.6261319534282018	0.6222509702457956	0.9961190168175937	5
OG0000033	COG4665	TRAP-type mannitol/chloroaromatic compound transport system, small permease component	K21394	TRAP-type transport system small permease protein	PF04290.15	DctQ	743	501	0.9243542435424354	735	0.9986541049798116	0.9892328398384926	FcbT2	Q	Secondary metabolites biosynthesis, transport and catabolism	7	0.009421265141318977	0.009421265141318977	0.9959623149394348	1
OG0000034	COG0436	Aspartate/methionine/tyrosine aminotransferase	K00812	aspartate aminotransferase [EC:2.6.1.1]	PF00155.24	Aminotran_1_2	738	524	0.966789667896679	736	0.997289972899729	0.997289972899729	AspB	E	Amino acid transport and metabolism	499	0.6761517615176151	0.6761517615176151	0.991869918699187	1
OG0000035	COG0299	Folate-dependent phosphoribosylglycinamide formyltransferase PurN	K11175	phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]	PF00551.22,PF02911.21,PF18216.4,PF00483.26,PF03754.16,PF13302.10	Formyl_trans_N,Formyl_trans_C,N_formyltrans_C,NTP_transferase,At2g31720-like,Acetyltransf_3	738	512	0.9446494464944649	512	0.9878048780487805	0.6937669376693767	PurN	F	Nucleotide transport and metabolism	486	0.6585365853658537	0.6585365853658537	0.9769647696476965	6
OG0000036	COG0524	Sugar or nucleoside kinase, ribokinase family	K00856	adenosine kinase [EC:2.7.1.20]	PF00294.27	PfkB	734	522	0.9630996309963099	733	0.9986376021798365	0.9986376021798365	RbsK	G	Carbohydrate transport and metabolism	511	0.9836512261580381	0.6961852861035422	0.997275204359673	1
OG0000037	COG0451	Nucleoside-diphosphate-sugar epimerase	K19068	UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase [EC:1.1.1.367]	PF01370.24,PF04321.20,PF00571.31,PF05523.14,PF16363.8,PF01073.22,PF02719.18,PF13460.9	Epimerase,RmlD_sub_bind,CBS,FdtA,GDP_Man_Dehyd,3Beta_HSD,Polysacc_synt_2,NAD_binding_10	729	388	0.7158671586715867	425	0.9465020576131687	0.5829903978052127	WcaG	M	Cell wall/membrane/envelope biogenesis	18	0.03429355281207133	0.024691358024691357	0.9423868312757202	8
OG0000038	COG0516	IMP dehydrogenase/GMP reductase	K00088	IMP dehydrogenase [EC:1.1.1.205]	PF00478.28,PF03060.18,PF00571.31,PF01070.21,PF01645.20	IMPDH,NMO,CBS,FMN_dh,Glu_synthase	723	504	0.9298892988929889	689	0.9972337482710927	0.9529737206085753	GuaB	F	Nucleotide transport and metabolism	460	0.9737206085753803	0.636237897648686	0.9986168741355463	5
OG0000039	COG0667	Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family	K19265	L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]	PF00248.24	Aldo_ket_red	721	520	0.959409594095941	721	1	1	PdxI	H	Coenzyme transport and metabolism	87	0.18862690707350901	0.12066574202496533	0.9986130374479889	1
OG0000040	COG0473	Isocitrate/isopropylmalate dehydrogenase	K00052	3-isopropylmalate dehydrogenase [EC:1.1.1.85]	PF00180.23	Iso_dh	721	520	0.959409594095941	721	1	1	LeuB	C	Energy production and conversion	506	0.9778085991678225	0.7018030513176144	1	1
OG0000041	COG1154	Deoxyxylulose-5-phosphate synthase	K01662	1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]	PF02779.27,PF02780.23,PF13292.9	Transket_pyr,Transketolase_C,DXP_synthase_N	710	500	0.922509225092251	489	0.9492957746478873	0.6887323943661972	Dxs	H	Coenzyme transport and metabolism	486	0.6887323943661972	0.6845070422535211	0.9873239436619718	3
OG0000042	COG2076	Multidrug transporter EmrE and related cation transporters	NA	No Annotation	PF00893.22	Multi_Drug_Res	706	443	0.8173431734317343	705	0.9985835694050992	0.9985835694050992	EmrE	V	Defense mechanisms	0	0	0	1	1
OG0000043	COG0463	Glycosyltransferase involved in cell wall bisynthesis	K00729	dolichyl-phosphate beta-glucosyltransferase [EC:2.4.1.117]	PF00535.29,PF00483.26	Glycos_transf_2,NTP_transferase	695	386	0.7121771217712177	690	0.9928057553956835	0.9928057553956835	WcaA	M	Cell wall/membrane/envelope biogenesis	12	0.025899280575539568	0.017266187050359712	0.9697841726618706	2
OG0000044	COG1995	4-hydroxy-L-threonine phosphate dehydrogenase PdxA	NA	No Annotation	PF04166.15	PdxA	695	496	0.915129151291513	690	0.9928057553956835	0.9928057553956835	PdxA	H	Coenzyme transport and metabolism	0	0	0	0.9942446043165467	1
OG0000045	COG4123	tRNA1(Val) A37 N6-methylase TrmN6	NA	No Annotation	PF05050.15,PF02390.20	Methyltransf_21,Methyltransf_4	687	382	0.7047970479704797	26	0.14556040756914118	0.03784570596797671	TrmN6	J	Translation, ribosomal structure and biogenesis	0	0	0	0.9781659388646288	2
OG0000046	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	K18335	2-dehydro-3-deoxy-L-fuconate 4-dehydrogenase [EC:1.1.1.434]	PF13561.9,PF00106.28	adh_short_C2,adh_short	686	266	0.4907749077490775	682	0.9970845481049563	0.9941690962099126	FabG	I	Lipid transport and metabolism	177	0.45626822157434405	0.25801749271137026	1	2
OG0000047	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	NA	No Annotation	PF00171.25,PF00160.24	Aldedh,Pro_isomerase	681	446	0.8228782287822878	681	1	1	AdhE	I	Lipid transport and metabolism	0	0	0	1	2
OG0000048	COG5285	Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family	K09667	protein O-GlcNAc transferase [EC:2.4.1.255]	PF13759.9,PF13414.9,PF00515.31,PF13424.9,PF13181.9	2OG-FeII_Oxy_5,TPR_11,TPR_1,TPR_12,TPR_8	681	439	0.8099630996309963	91	0.17180616740088106	0.13362701908957417	PhyH	Q	Secondary metabolites biosynthesis, transport and catabolism	4	0.00881057268722467	0.005873715124816446	0.9823788546255506	5
OG0000049	COG1034	NADH dehydrogenase/NADH:ubiquinone oxidoreductase 75 kD subunit (chain G)	K00123	formate dehydrogenase major subunit [EC:1.17.1.9]	PF00384.25,PF10588.12,PF13510.9,PF09326.14,PF01568.24,PF13187.9,PF04879.19,PF18465.4	Molybdopterin,NADH-G_4Fe-4S_3,Fer2_4,NADH_dhqG_C,Molydop_binding,Fer4_9,Molybdop_Fe4S4,Rieske_3	680	505	0.9317343173431735	484	0.9926470588235294	0.711764705882353	NuoG	C	Energy production and conversion	175	0.2823529411764706	0.25735294117647056	0.9970588235294118	8
OG0000050	COG1894	NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F)	K00335	NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]	PF10589.12,PF01512.20,PF10531.12,PF01257.22	NADH_4Fe-4S,Complex1_51K,SLBB,2Fe-2S_thioredx	680	502	0.9261992619926199	679	1	0.9985294117647059	NuoF	C	Energy production and conversion	64	0.09411764705882353	0.09411764705882353	0.9985294117647059	4
OG0000051	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH/undecaprenyl monophosphate-sugar esterase UshA/YqjL	K01561	haloacetate dehalogenase [EC:3.8.1.3]	PF00561.23,PF12146.11,PF12697.10,PF03096.17	Abhydrolase_1,Hydrolase_4,Abhydrolase_6,Ndr	678	346	0.6383763837638377	677	0.9985250737463127	0.9985250737463127	MenH	H	Coenzyme transport and metabolism	149	0.3893805309734513	0.21976401179941002	0.9896755162241888	4
OG0000052	COG1593	TRAP-type C4-dicarboxylate transport system, large permease component	K11690	C4-dicarboxylate transporter, DctM subunit	PF06808.15	DctM	675	378	0.6974169741697417	672	0.997037037037037	0.9955555555555555	DctQ	G	Carbohydrate transport and metabolism	583	0.9822222222222222	0.8637037037037038	0.9955555555555555	1
OG0000053	COG0607	Rhodanese-related sulfurtransferase	NA	No Annotation	PF00581.23	Rhodanese	675	505	0.9317343173431735	675	1	1	PspE	P	Inorganic ion transport and metabolism	0	0	0	0.9940740740740741	1
OG0000054	COG2303	Choline dehydrogenase or related flavoprotein	K00108	choline dehydrogenase [EC:1.1.99.1]	PF05199.16,PF00732.22	GMC_oxred_C,GMC_oxred_N	675	484	0.8929889298892989	674	0.9985185185185185	0.9985185185185185	BetA	I	Lipid transport and metabolism	217	0.3214814814814815	0.3214814814814815	0.9985185185185185	2
OG0000055	COG4992	Acetylornithine/succinyldiaminopimelate/putrescine aminotransferase	K00821	acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	PF00202.24,PF02348.22	Aminotran_3,CTP_transf_3	672	520	0.959409594095941	519	0.9985119047619048	0.7723214285714286	ArgD	E	Amino acid transport and metabolism	495	0.84375	0.7366071428571429	0.9910714285714286	2
OG0000056	COG2089	Sialic acid synthase SpsE, contains C-terminal SAF domain	K15898	pseudaminic acid synthase [EC:2.5.1.97]	PF03102.17,PF08666.15,PF07883.14,PF13450.9,PF01261.27,PF02348.22,PF01593.27,PF13412.9	NeuB,SAF,Cupin_2,NAD_binding_8,AP_endonuc_2,CTP_transf_3,Amino_oxidase,HTH_24	672	416	0.7675276752767528	658	0.9866071428571429	0.9791666666666666	SpsE	M	Cell wall/membrane/envelope biogenesis	36	0.1875	0.05357142857142857	0.9836309523809523	8
OG0000057	COG5285	Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family	K00477	phytanoyl-CoA hydroxylase [EC:1.14.11.18]	PF05721.16	PhyH	667	312	0.5756457564575646	661	0.9910044977511244	0.9910044977511244	PhyH	Q	Secondary metabolites biosynthesis, transport and catabolism	329	0.5142428785607196	0.49325337331334335	0.9805097451274363	1
OG0000058	COG0106	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	K01814	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]	PF00977.24	His_biosynth	664	518	0.955719557195572	514	1	0.7740963855421686	HisA	E	Amino acid transport and metabolism	508	0.7891566265060241	0.7650602409638554	0.9984939759036144	1
OG0000059	COG0673	Predicted dehydrogenase	K13020	UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [EC:1.1.1.335]	PF01408.25,PF02894.20,PF08635.13	GFO_IDH_MocA,GFO_IDH_MocA_C,ox_reductase_C	663	345	0.6365313653136532	656	0.9894419306184012	0.9894419306184012	MviM	R	General function prediction only	8	0.012066365007541479	0.012066365007541479	0.9909502262443439	3
OG0000060	COG0118	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH	K02501	imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10]	PF00117.31,PF07722.16	GATase,Peptidase_C26	663	515	0.9501845018450185	662	1	0.9984917043740573	HisH	E	Amino acid transport and metabolism	537	0.8114630467571644	0.8099547511312217	0.995475113122172	2
OG0000061	COG1024	Enoyl-CoA hydratase/carnithine racemase	K15866	2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [EC:5.3.3.18]	PF00378.23	ECH_1	650	488	0.9003690036900369	630	1	0.9692307692307692	CaiD	I	Lipid transport and metabolism	22	0.06615384615384616	0.033846153846153845	0.9969230769230769	1
OG0000062	COG1212	CMP-2-keto-3-deoxyoctulosonic acid synthetase	K00979	3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]	PF02348.22	CTP_transf_3	647	522	0.9630996309963099	622	0.9984544049459042	0.9613601236476044	KdsB	M	Cell wall/membrane/envelope biogenesis	621	0.9922720247295209	0.9598145285935085	0.9969088098918083	1
OG0000063	COG0129	Dihydroxyacid dehydratase/phosphogluconate dehydratase	K01687	dihydroxy-acid dehydratase [EC:4.2.1.9]	PF00920.24	ILVD_EDD	647	484	0.8929889298892989	647	1	1	IlvD	E	Amino acid transport and metabolism	464	0.9829984544049459	0.7171561051004637	1	1
OG0000064	COG0154	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	K01426	amidase [EC:3.5.1.4]	PF01425.24	Amidase	642	503	0.9280442804428044	639	0.9953271028037384	0.9953271028037384	GatA	J	Translation, ribosomal structure and biogenesis	28	0.04361370716510903	0.04361370716510903	0.9906542056074766	1
OG0000065	COG0410	ABC-type branched-chain amino acid transport system, ATPase component LivF	K01996	branched-chain amino acid transport system ATP-binding protein	PF00005.30	ABC_tran	642	469	0.8653136531365314	612	1	0.9532710280373832	LivF	E	Amino acid transport and metabolism	592	0.9766355140186916	0.9221183800623053	0.9906542056074766	1
OG0000066	COG0697	Amino acid export permease, drug/metabolite transporter (DMT) superfamily	K15270	S-adenosylmethionine uptake transporter	PF00892.23	EamA	641	523	0.9649446494464945	639	0.9984399375975039	0.9968798751950078	EamA	E	Amino acid transport and metabolism	635	0.9906396255850234	0.9906396255850234	0.9984399375975039	1
OG0000067	COG0265	Periplasmic serine protease DegP/DegQ, contain C-terminal PDZ domain	K04771	serine protease Do [EC:3.4.21.107]	PF13365.9,PF13180.9,PF02163.25,PF17820.4,PF00595.27,PF13181.9,PF02493.23,PF00089.29,PF13176.9,PF13431.9	Trypsin_2,PDZ_2,Peptidase_M50,PDZ_6,PDZ,TPR_8,MORN,Trypsin,TPR_7,TPR_17	636	507	0.9354243542435424	628	0.9921383647798742	0.9874213836477987	DegQ	O	Posttranslational modification, protein turnover, chaperones	494	0.7767295597484277	0.7767295597484277	0.9905660377358491	10
OG0000068	COG3333	TctA family transporter	K07793	putative tricarboxylic transport membrane protein	PF01970.19	TctA	633	340	0.6273062730627307	633	1	1	NA	R	General function prediction only	633	1	1	1	1
